,distance,consume,speed,temp_inside,temp_outside,specials,gas_type,ac,rain,sun,refill_liters,refill_gas,consumo_abs,CO2,CO2_km,speed_range,temp_o_range
120,11.8,5.1,43,23,0,Otro,SP98,0,0,0,,,0.6018,1384.14,117.3,"(30, 60]","(-5, 0]"
121,12.2,5.8,58,23,2,Otro,SP98,0,0,0,,,0.7075999999999999,1627.4799999999998,133.39999999999998,"(30, 60]","(0, 5]"
122,24.8,4.6,55,23,3,Otro,SP98,0,0,0,,,1.1408,2623.84,105.8,"(30, 60]","(0, 5]"
123,14.2,5.6,24,23,8,Otro,SP98,0,0,0,,,0.7951999999999999,1828.9599999999998,128.79999999999998,"(0, 30]","(5, 10]"
124,11.8,4.6,38,23,0,Snow,SP98,0,1,0,,,0.5428000000000001,1248.44,105.8,"(30, 60]","(-5, 0]"
125,12.2,6.3,57,23,0,Snow,SP98,0,1,0,,,0.7686,1767.78,144.9,"(30, 60]","(-5, 0]"
126,24.7,5.5,56,25,1,Otro,SP98,0,0,0,,,1.3585,3124.55,126.50000000000001,"(30, 60]","(0, 5]"
127,6.8,4.3,46,24,2,Otro,SP98,0,0,0,,,0.2924,672.52,98.9,"(30, 60]","(0, 5]"
128,17.3,5.6,37,"21,5",1,Otro,SP98,0,0,0,,,0.9688,2228.24,128.79999999999998,"(30, 60]","(0, 5]"
129,11.8,4.3,44,"21,5",-3,Otro,SP98,0,0,0,,,0.5074000000000001,1167.0200000000002,98.9,"(30, 60]","(-5, 0]"
130,15.9,5.7,46,"21,5",5,Otro,SP98,0,0,0,,,0.9063000000000001,2084.4900000000002,131.10000000000002,"(30, 60]","(0, 5]"
131,5.1,6.4,39,"21,5",4,Otro,SP98,0,0,0,,,0.3264,750.72,147.20000000000002,"(30, 60]","(0, 5]"
132,16.1,4.5,33,"21,5",6,Otro,SP98,0,0,0,,,0.7245,1666.3500000000001,103.5,"(30, 60]","(5, 10]"
133,11.8,4.5,43,"21,5",3,Otro,SP98,0,0,0,,,0.531,1221.3,103.49999999999999,"(30, 60]","(0, 5]"
134,4.2,6.0,26,"21,5",5,Otro,SP98,0,0,0,,,0.252,579.6,138.0,"(0, 30]","(0, 5]"
135,17.4,5.1,30,"21,5",5,Otro,SP98,0,0,0,,,0.8873999999999999,2041.0199999999998,117.3,"(0, 30]","(0, 5]"
136,23.5,6.0,25,"21,5",5,Rain,SP98,0,1,0,,,1.41,3243.0,138.0,"(0, 30]","(0, 5]"
137,11.8,4.5,38,"21,5",5,Rain,SP98,0,1,0,,,0.531,1221.3,103.49999999999999,"(30, 60]","(0, 5]"
138,12.3,6.1,61,"21,5",10,Rain,SP98,0,1,0,,,0.7503,1725.6899999999998,140.29999999999998,"(60, 90]","(5, 10]"
139,16.1,5.4,24,"21,5",7,Rain,E10,0,1,0,38,E10,0.8694000000000002,1999.6200000000003,124.20000000000002,"(0, 30]","(5, 10]"
140,11.8,4.3,40,"21,5",10,Rain,E10,0,1,0,,,0.5074000000000001,1167.0200000000002,98.9,"(30, 60]","(5, 10]"
141,12.3,5.4,58,"21,5",13,Otro,E10,0,0,0,,,0.6642,1527.66,124.2,"(30, 60]","(10, 15]"
142,12.4,4.3,49,"21,5",17,Otro,E10,0,0,0,,,0.5332,1226.3600000000001,98.9,"(30, 60]","(15, 20]"
143,7.0,5.2,25,"21,5",17,Otro,E10,0,0,0,,,0.364,837.1999999999999,119.6,"(0, 30]","(15, 20]"
144,11.8,4.1,37,"21,5",10,Otro,E10,0,0,0,,,0.48379999999999995,1112.7399999999998,94.29999999999997,"(30, 60]","(5, 10]"
145,20.1,4.4,41,"21,5",18,Otro,E10,0,0,0,,,0.8844000000000001,2034.1200000000001,101.2,"(30, 60]","(15, 20]"
146,20.8,4.5,45,"21,5",10,Otro,E10,0,0,0,,,0.936,2152.8,103.5,"(30, 60]","(5, 10]"
147,1.7,10.8,14,"21,5",10,Rain,E10,0,1,0,,,0.18359999999999999,422.28,248.39999999999998,"(0, 30]","(5, 10]"
148,35.9,4.7,45,"21,5",12,Otro,E10,0,0,0,,,1.6872999999999998,3880.7899999999995,108.1,"(30, 60]","(10, 15]"
149,36.9,4.8,52,"21,5",5,Otro,E10,0,0,0,,,1.7711999999999997,4073.7599999999993,110.39999999999999,"(30, 60]","(0, 5]"
150,16.8,4.0,46,"21,5",8,Otro,E10,0,0,0,,,0.672,1545.6000000000001,92.0,"(30, 60]","(5, 10]"
151,9.9,5.0,28,"21,5",9,Otro,E10,0,0,0,,,0.495,1138.5,115.0,"(0, 30]","(5, 10]"
152,22.9,4.6,61,"21,5",7,Rain,E10,0,1,0,,,1.0534,2422.8199999999997,105.8,"(60, 90]","(5, 10]"
153,17.3,5.0,61,"21,5",6,AC Rain,E10,1,1,0,,,0.865,1989.5,115.0,"(60, 90]","(5, 10]"
154,11.8,4.3,37,"21,5",7,Otro,E10,0,0,0,,,0.5074000000000001,1167.0200000000002,98.9,"(30, 60]","(5, 10]"
155,36.6,5.2,80,"21,5",7,Rain,E10,0,1,0,,,1.9032000000000002,4377.360000000001,119.60000000000001,"(60, 90]","(5, 10]"
156,44.9,4.7,62,"21,5",8,Otro,E10,0,0,0,,,2.1103,4853.6900000000005,108.10000000000001,"(60, 90]","(5, 10]"
157,11.8,4.2,34,"21,5",9,Rain,E10,0,1,0,,,0.49560000000000004,1139.88,96.60000000000001,"(30, 60]","(5, 10]"
158,21.6,5.3,44,"21,5",9,Rain,E10,0,1,0,,,1.1448,2633.04,121.89999999999999,"(30, 60]","(5, 10]"
159,39.4,5.3,60,"21,5",9,Rain,E10,0,1,0,,,2.0882,4802.860000000001,121.90000000000002,"(30, 60]","(5, 10]"
160,5.1,8.1,39,"21,5",4,Otro,E10,0,0,0,,,0.41309999999999997,950.1299999999999,186.29999999999998,"(30, 60]","(0, 5]"
161,26.6,4.8,38,"21,5",7,Otro,E10,0,0,0,,,1.2768000000000002,2936.6400000000003,110.4,"(30, 60]","(5, 10]"
162,53.2,5.1,71,"21,5",2,Otro,E10,0,0,0,,,2.7132,6240.360000000001,117.30000000000001,"(60, 90]","(0, 5]"
163,18.9,4.4,53,"21,5",2,Otro,E10,0,0,0,,,0.8316,1912.68,101.20000000000002,"(30, 60]","(0, 5]"
164,43.5,5.0,80,"21,5",3,Otro,E10,0,0,0,,,2.175,5002.5,115.0,"(60, 90]","(0, 5]"
165,6.1,6.3,26,"21,5",5,Otro,E10,0,0,0,,,0.3843,883.89,144.9,"(0, 30]","(0, 5]"
166,16.4,4.8,49,"21,5",5,Otro,E10,0,0,0,,,0.7871999999999999,1810.5599999999997,110.39999999999999,"(30, 60]","(0, 5]"
167,12.3,6.1,40,"21,5",6,Otro,E10,0,0,0,,,0.7503,1725.6899999999998,140.29999999999998,"(30, 60]","(5, 10]"
168,21.1,4.6,36,"21,5",8,Otro,E10,0,0,0,,,0.9706,2232.38,105.8,"(30, 60]","(5, 10]"
169,21.1,4.8,43,"21,5",7,Otro,E10,0,0,0,,,1.0128,2329.4399999999996,110.39999999999998,"(30, 60]","(5, 10]"
170,22.7,4.7,55,"21,5",6,Otro,E10,0,0,0,,,1.0669,2453.87,108.1,"(30, 60]","(5, 10]"
171,44.4,4.8,38,"21,5",8,Otro,E10,0,0,0,"38,3",E10,2.1311999999999998,4901.759999999999,110.39999999999999,"(30, 60]","(5, 10]"
172,35.8,4.4,51,"21,5",6,Otro,E10,0,0,0,,,1.5752000000000002,3622.9600000000005,101.20000000000002,"(30, 60]","(5, 10]"
173,11.8,4.9,44,"21,5",0,Otro,E10,0,0,0,,,0.5782,1329.8600000000001,112.7,"(30, 60]","(-5, 0]"
174,26.2,4.9,42,"21,5",6,Otro,E10,0,0,0,,,1.2838,2952.7400000000002,112.70000000000002,"(30, 60]","(5, 10]"
175,40.6,4.4,44,21,3,Otro,E10,0,0,0,,,1.7864000000000002,4108.72,101.2,"(30, 60]","(0, 5]"
176,12.4,5.3,38,21,-5,Otro,E10,0,0,0,,,0.6572,1511.56,121.89999999999999,"(30, 60]",
177,14.1,5.3,47,21,-3,Otro,E10,0,0,0,,,0.7472999999999999,1718.7899999999997,121.89999999999998,"(30, 60]","(-5, 0]"
178,58.7,4.8,75,21,0,Otro,E10,0,0,0,,,2.8176,6480.4800000000005,110.4,"(60, 90]","(-5, 0]"
179,16.2,5.2,29,21,0,Otro,E10,0,0,0,,,0.8423999999999999,1937.5199999999998,119.6,"(0, 30]","(-5, 0]"
180,12.3,4.9,50,"22,5",0,Otro,E10,0,0,0,,,0.6027000000000001,1386.2100000000003,112.70000000000002,"(30, 60]","(-5, 0]"
181,12.3,7.1,52,"22,5",0,AC Snow,E10,1,1,0,,,0.8733,2008.59,163.29999999999998,"(30, 60]","(-5, 0]"
182,12.4,5.2,51,"22,5",1,Otro,E10,0,0,0,,,0.6448,1483.0400000000002,119.60000000000001,"(30, 60]","(0, 5]"
183,31.8,4.7,59,"22,5",3,Otro,E10,0,0,0,,,1.4946000000000002,3437.5800000000004,108.10000000000001,"(30, 60]","(0, 5]"
184,12.3,5.1,55,"22,5",8,Otro,E10,0,0,0,,,0.6273,1442.79,117.3,"(30, 60]","(5, 10]"
185,51.6,5.0,73,"22,5",12,Otro,E10,0,0,0,,,2.58,5934.0,115.0,"(60, 90]","(10, 15]"
186,38.6,4.6,44,"22,5",10,Otro,E10,0,0,0,,,1.7756,4083.88,105.8,"(30, 60]","(5, 10]"
187,12.3,4.8,41,"22,5",7,Otro,E10,0,0,0,,,0.5904,1357.92,110.4,"(30, 60]","(5, 10]"
188,81.2,4.4,69,22,13,Otro,E10,0,0,0,,,3.5728000000000004,8217.44,101.2,"(60, 90]","(10, 15]"
189,130.3,4.6,85,22,12,Otro,E10,0,0,0,,,5.9938,13785.74,105.79999999999998,"(60, 90]","(10, 15]"
190,67.2,4.3,67,22,18,Otro,E10,0,0,0,,,2.8895999999999997,6646.079999999999,98.89999999999998,"(60, 90]","(15, 20]"
191,43.7,4.7,44,22,9,Rain_Sun,SP98,0,1,0,10,SP98,2.0539,4723.97,108.1,"(30, 60]","(5, 10]"
192,12.1,4.2,43,22,4,Otro,SP98,0,0,0,39,SP98,0.5082,1168.86,96.6,"(30, 60]","(0, 5]"
193,56.1,4.8,82,22,13,Otro,SP98,0,0,0,,,2.6927999999999996,6193.44,110.39999999999999,"(60, 90]","(10, 15]"
194,39.0,4.1,61,22,16,Otro,SP98,0,0,0,,,1.5989999999999998,3677.6999999999994,94.29999999999998,"(60, 90]","(15, 20]"
195,11.8,4.5,41,"21,5",13,Otro,SP98,0,0,0,,,0.531,1221.3,103.49999999999999,"(30, 60]","(10, 15]"
196,38.5,4.8,63,"21,5",14,Otro,SP98,0,0,0,,,1.8479999999999999,4250.4,110.39999999999999,"(60, 90]","(10, 15]"
197,28.2,4.6,54,"21,5",14,Otro,SP98,0,0,0,,,1.2972,2983.56,105.8,"(30, 60]","(10, 15]"
198,2.9,7.4,24,"21,5",14,Otro,SP98,0,0,0,,,0.2146,493.58000000000004,170.20000000000002,"(0, 30]","(10, 15]"
199,6.1,5.6,24,"21,5",13,Otro,SP98,0,0,0,,,0.34159999999999996,785.68,128.8,"(0, 30]","(10, 15]"
200,19.6,4.9,43,"21,5",13,Otro,SP98,0,0,0,,,0.9604000000000003,2208.9200000000005,112.70000000000002,"(30, 60]","(10, 15]"
201,22.2,3.8,42,,15,Otro,SP98,0,0,0,,,0.8436,1940.28,87.4,"(30, 60]","(10, 15]"
202,13.6,4.5,44,19,18,Otro,SP98,0,0,0,,,0.612,1407.6,103.5,"(30, 60]","(15, 20]"
203,12.6,4.1,33,,17,Otro,SP98,0,0,0,,,0.5166,1188.1799999999998,94.29999999999998,"(30, 60]","(15, 20]"
204,8.7,5.3,28,"22,5",12,AC Rain,SP98,1,1,0,,,0.4610999999999999,1060.5299999999997,121.89999999999998,"(0, 30]","(10, 15]"
205,7.9,4.7,31,"22,5",12,AC,SP98,1,0,0,,,0.3713,853.99,108.1,"(30, 60]","(10, 15]"
206,2.4,9.0,26,20,10,Otro,SP98,0,0,0,,,0.21599999999999997,496.79999999999995,207.0,"(0, 30]","(5, 10]"
207,4.9,6.3,26,20,10,Otro,SP98,0,0,0,,,0.30870000000000003,710.0100000000001,144.9,"(0, 30]","(5, 10]"
208,18.1,3.6,36,20,19,Otro,SP98,0,0,0,,,0.6516000000000001,1498.68,82.8,"(30, 60]","(15, 20]"
209,25.9,3.7,39,20,21,Otro,SP98,0,0,0,,,0.9582999999999999,2204.0899999999997,85.1,"(30, 60]","(20, 25]"
210,1.3,11.5,21,20,10,Otro,SP98,0,0,0,,,0.14950000000000002,343.85,264.5,"(0, 30]","(5, 10]"
211,14.1,5.0,22,20,12,Otro,SP98,0,0,0,,,0.705,1621.5,115.0,"(0, 30]","(10, 15]"
212,13.4,5.5,31,20,9,Otro,SP98,0,0,0,,,0.737,1695.1,126.49999999999999,"(30, 60]","(5, 10]"
213,6.4,4.7,33,20,8,Otro,SP98,0,0,0,,,0.3008,691.84,108.1,"(30, 60]","(5, 10]"
214,12.9,4.5,42,20,13,Otro,SP98,0,0,0,,,0.5805,1335.15,103.5,"(30, 60]","(10, 15]"
215,12.1,4.4,33,"22,5",5,Otro,SP98,0,0,0,,,0.5324,1224.52,101.2,"(30, 60]","(0, 5]"
216,15.7,4.1,32,"22,5",13,Otro,SP98,0,0,0,,,0.6436999999999999,1480.5099999999998,94.29999999999998,"(30, 60]","(10, 15]"
217,16.2,4.4,26,"22,5",11,Otro,SP98,0,0,0,,,0.7128,1639.44,101.2,"(0, 30]","(10, 15]"
218,12.8,4.6,22,"22,5",12,Otro,SP98,0,0,0,,,0.5888,1354.24,105.8,"(0, 30]","(10, 15]"
219,19.0,4.4,58,"22,5",17,Sun,SP98,0,0,1,,,0.8360000000000001,1922.8000000000002,101.2,"(30, 60]","(15, 20]"
220,29.0,4.0,27,"22,5",12,Otro,SP98,0,0,0,,,1.16,2668.0,92.0,"(0, 30]","(10, 15]"
221,12.1,5.0,32,"22,5",9,Otro,SP98,0,0,0,,,0.605,1391.5,115.0,"(30, 60]","(5, 10]"
222,12.3,5.2,55,"22,5",10,Otro,SP98,0,0,0,,,0.6396000000000001,1471.0800000000002,119.60000000000001,"(30, 60]","(5, 10]"
